jurisdiction,index,dimension_code,dimension,weight,raw_score_0_to_4,standardized_score,weighted_score,evidence_text,source_file_or_url,notes
HK,金融基础设施成熟度指数,F2,RTGS 与支付系统稳健性,0.12,4,100.0,12.0,香港 CHATS/RTGS 覆盖港元、美元、欧元、人民币等多币种结算。,HKMA FPS/CHATS/Project Ensemble/e-HKD and Payment Connect materials; https://www.hkma.gov.hk/eng/key-functions/international-financial-centre/financial-market-infrastructure/,0-4 分依据已定义编码规则；本表按 2026-04-21 已抓取/核验的公开资料打分。
HK,金融基础设施成熟度指数,F3,ISO 20022 与标准化,0.1,3,75.0,7.5,香港支付和市场基础设施推进国际报文标准，但公开材料显示程度略低于 EU/US 的系统迁移。,HKMA FPS/CHATS/Project Ensemble/e-HKD and Payment Connect materials; https://www.hkma.gov.hk/eng/key-functions/international-financial-centre/financial-market-infrastructure/,0-4 分依据已定义编码规则；本表按 2026-04-21 已抓取/核验的公开资料打分。
HK,金融基础设施成熟度指数,F4,跨境支付互联,0.16,4,100.0,16.0,Payment Connect、跨境二维码支付、FPS 与内地/区域安排提升跨境互联。,HKMA FPS/CHATS/Project Ensemble/e-HKD and Payment Connect materials; https://www.hkma.gov.hk/eng/key-functions/international-financial-centre/financial-market-infrastructure/,0-4 分依据已定义编码规则；本表按 2026-04-21 已抓取/核验的公开资料打分。
HK,金融基础设施成熟度指数,F5,PvP 与外汇结算风险控制,0.1,4,100.0,10.0,香港多币种 RTGS/CMU 支持 PvP 和 DvP，外汇结算风险控制较强。,HKMA FPS/CHATS/Project Ensemble/e-HKD and Payment Connect materials; https://www.hkma.gov.hk/eng/key-functions/international-financial-centre/financial-market-infrastructure/,0-4 分依据已定义编码规则；本表按 2026-04-21 已抓取/核验的公开资料打分。
HK,金融基础设施成熟度指数,F6,CBDC/代币化结算试点,0.14,4,100.0,14.000000000000002,香港推进 e-HKD、mBridge、Project Ensemble 等 CBDC/代币化结算项目。,HKMA FPS/CHATS/Project Ensemble/e-HKD and Payment Connect materials; https://www.hkma.gov.hk/eng/key-functions/international-financial-centre/financial-market-infrastructure/,0-4 分依据已定义编码规则；本表按 2026-04-21 已抓取/核验的公开资料打分。
HK,金融基础设施成熟度指数,F7,监管沙盒与创新机制,0.1,4,100.0,10.0,HKMA 有 Fintech Supervisory Sandbox、Stablecoin Issuer Sandbox 和数字资产试点。,HKMA FPS/CHATS/Project Ensemble/e-HKD and Payment Connect materials; https://www.hkma.gov.hk/eng/key-functions/international-financial-centre/financial-market-infrastructure/,0-4 分依据已定义编码规则；本表按 2026-04-21 已抓取/核验的公开资料打分。
HK,金融基础设施成熟度指数,F8,数字身份、KYC 与数据接口,0.14,4,100.0,14.000000000000002,iAM Smart、eKYC、Open API 和银行数字化基础设施较成熟。,HKMA FPS/CHATS/Project Ensemble/e-HKD and Payment Connect materials; https://www.hkma.gov.hk/eng/key-functions/international-financial-centre/financial-market-infrastructure/,0-4 分依据已定义编码规则；本表按 2026-04-21 已抓取/核验的公开资料打分。
HK,跨境协同指数,C1,采纳 FSB 稳定币建议,0.16,3,75.0,12.0,香港制度与 FSB 关于许可、储备、赎回、用户保护和监管监督的建议高度一致。,data/regulatory_texts/HK_stablecoin_ordinance.txt; data/regulatory_texts/HK_first_stablecoin_licences.txt; https://www.hkma.gov.hk/eng/news-and-media/press-releases/2025/07/20250729-4/; data/regulatory_texts/FSB_recommendations.txt; data/regulatory_texts/CPMI_IOSCO_pfmi_stablecoin.txt; https://www.fsb.org/2023/07/high-level-recommendations-for-the-regulation-supervision-and-oversight-of-global-stablecoin-arrangements-final-report/; https://www.bis.org/press/p220713.htm,0-4 分依据已定义编码规则；本表按 2026-04-21 已抓取/核验的公开资料打分。
HK,跨境协同指数,C2,体现 CPMI-IOSCO/PFMI 原则,0.14,3,75.0,10.500000000000002,HKMA 将稳定币纳入支付与金融市场基础设施语境，但对 PFMI 的直接适用未完全法条化。,data/regulatory_texts/HK_stablecoin_ordinance.txt; data/regulatory_texts/HK_first_stablecoin_licences.txt; https://www.hkma.gov.hk/eng/news-and-media/press-releases/2025/07/20250729-4/; data/regulatory_texts/FSB_recommendations.txt; data/regulatory_texts/CPMI_IOSCO_pfmi_stablecoin.txt; https://www.fsb.org/2023/07/high-level-recommendations-for-the-regulation-supervision-and-oversight-of-global-stablecoin-arrangements-final-report/; https://www.bis.org/press/p220713.htm,0-4 分依据已定义编码规则；本表按 2026-04-21 已抓取/核验的公开资料打分。
HK,跨境协同指数,C3,境外发行人监管衔接,0.16,3,75.0,12.0,香港牌照制度覆盖本地服务和相关申请，但境外等效互认细节仍有限。,data/regulatory_texts/HK_stablecoin_ordinance.txt; data/regulatory_texts/HK_first_stablecoin_licences.txt; https://www.hkma.gov.hk/eng/news-and-media/press-releases/2025/07/20250729-4/; data/regulatory_texts/FSB_recommendations.txt; data/regulatory_texts/CPMI_IOSCO_pfmi_stablecoin.txt; https://www.fsb.org/2023/07/high-level-recommendations-for-the-regulation-supervision-and-oversight-of-global-stablecoin-arrangements-final-report/; https://www.bis.org/press/p220713.htm,0-4 分依据已定义编码规则；本表按 2026-04-21 已抓取/核验的公开资料打分。
HK,跨境协同指数,C4,监管信息共享,0.14,3,75.0,10.500000000000002,香港作为国际金融中心有监管合作安排，稳定币制度也强调监管沟通。,data/regulatory_texts/HK_stablecoin_ordinance.txt; data/regulatory_texts/HK_first_stablecoin_licences.txt; https://www.hkma.gov.hk/eng/news-and-media/press-releases/2025/07/20250729-4/; data/regulatory_texts/FSB_recommendations.txt; data/regulatory_texts/CPMI_IOSCO_pfmi_stablecoin.txt; https://www.fsb.org/2023/07/high-level-recommendations-for-the-regulation-supervision-and-oversight-of-global-stablecoin-arrangements-final-report/; https://www.bis.org/press/p220713.htm,0-4 分依据已定义编码规则；本表按 2026-04-21 已抓取/核验的公开资料打分。
HK,跨境协同指数,C5,跨境 AML/CFT 与执法协作,0.14,4,100.0,14.000000000000002,HKMA 发布 licensed stablecoin issuers AML/CFT guideline。,data/regulatory_texts/HK_stablecoin_ordinance.txt; data/regulatory_texts/HK_first_stablecoin_licences.txt; https://www.hkma.gov.hk/eng/news-and-media/press-releases/2025/07/20250729-4/; data/regulatory_texts/FSB_recommendations.txt; data/regulatory_texts/CPMI_IOSCO_pfmi_stablecoin.txt; https://www.fsb.org/2023/07/high-level-recommendations-for-the-regulation-supervision-and-oversight-of-global-stablecoin-arrangements-final-report/; https://www.bis.org/press/p220713.htm,0-4 分依据已定义编码规则；本表按 2026-04-21 已抓取/核验的公开资料打分。
HK,跨境协同指数,C6,互操作与跨境支付衔接,0.12,4,100.0,12.0,Payment Connect、mBridge、FPS 和多币种 RTGS 支持跨境支付互操作。,data/regulatory_texts/HK_stablecoin_ordinance.txt; data/regulatory_texts/HK_first_stablecoin_licences.txt; https://www.hkma.gov.hk/eng/news-and-media/press-releases/2025/07/20250729-4/; data/regulatory_texts/FSB_recommendations.txt; data/regulatory_texts/CPMI_IOSCO_pfmi_stablecoin.txt; https://www.fsb.org/2023/07/high-level-recommendations-for-the-regulation-supervision-and-oversight-of-global-stablecoin-arrangements-final-report/; https://www.bis.org/press/p220713.htm,0-4 分依据已定义编码规则；本表按 2026-04-21 已抓取/核验的公开资料打分。
HK,跨境协同指数,C7,危机管理与跨境处置,0.14,3,75.0,10.500000000000002,香港制度有过渡安排和牌照监督，但跨境处置机制仍不如 EU/US 细化。,data/regulatory_texts/HK_stablecoin_ordinance.txt; data/regulatory_texts/HK_first_stablecoin_licences.txt; https://www.hkma.gov.hk/eng/news-and-media/press-releases/2025/07/20250729-4/; data/regulatory_texts/FSB_recommendations.txt; data/regulatory_texts/CPMI_IOSCO_pfmi_stablecoin.txt; https://www.fsb.org/2023/07/high-level-recommendations-for-the-regulation-supervision-and-oversight-of-global-stablecoin-arrangements-final-report/; https://www.bis.org/press/p220713.htm,0-4 分依据已定义编码规则；本表按 2026-04-21 已抓取/核验的公开资料打分。
SG,监管强度指数,R1,法律地位与适用范围,0.08,3,75.0,6.0,MAS 框架适用于在新加坡发行、锚定新元或 G10 货币的 single-currency stablecoins。,data/regulatory_texts/SG_mas_stablecoin_framework.txt; https://www.mas.gov.sg/news/media-releases/2023/mas-finalises-stablecoin-regulatory-framework,0-4 分依据已定义编码规则；本表按 2026-04-21 已抓取/核验的公开资料打分。
SG,监管强度指数,R2,发行许可与市场准入,0.12,3,75.0,9.0,MAS-regulated stablecoins 标签需发行人满足框架要求并向 MAS 申请，但该框架主要覆盖新加坡发行的 SCS。,data/regulatory_texts/SG_mas_stablecoin_framework.txt; https://www.mas.gov.sg/news/media-releases/2023/mas-finalises-stablecoin-regulatory-framework,0-4 分依据已定义编码规则；本表按 2026-04-21 已抓取/核验的公开资料打分。
SG,监管强度指数,R3,储备资产质量,0.12,4,100.0,12.0,MAS 明确 reserve assets 的 composition、valuation、custody 和 audit 要求。,data/regulatory_texts/SG_mas_stablecoin_framework.txt; https://www.mas.gov.sg/news/media-releases/2023/mas-finalises-stablecoin-regulatory-framework,0-4 分依据已定义编码规则；本表按 2026-04-21 已抓取/核验的公开资料打分。
SG,监管强度指数,R4,赎回权与面值保护,0.12,4,100.0,12.0,MAS 要求发行人在赎回请求后五个工作日内按面值返还。,data/regulatory_texts/SG_mas_stablecoin_framework.txt; https://www.mas.gov.sg/news/media-releases/2023/mas-finalises-stablecoin-regulatory-framework,0-4 分依据已定义编码规则；本表按 2026-04-21 已抓取/核验的公开资料打分。
SG,监管强度指数,R5,信息披露与透明度,0.1,3,75.0,7.5,MAS 要求披露价值稳定机制、持有人权利和储备资产审计结果。,data/regulatory_texts/SG_mas_stablecoin_framework.txt; https://www.mas.gov.sg/news/media-releases/2023/mas-finalises-stablecoin-regulatory-framework,0-4 分依据已定义编码规则；本表按 2026-04-21 已抓取/核验的公开资料打分。
SG,监管强度指数,R6,审计、证明与第三方验证,0.08,4,100.0,8.0,MAS 明确 reserve assets audit，并把审计结果纳入披露。,data/regulatory_texts/SG_mas_stablecoin_framework.txt; https://www.mas.gov.sg/news/media-releases/2023/mas-finalises-stablecoin-regulatory-framework,0-4 分依据已定义编码规则；本表按 2026-04-21 已抓取/核验的公开资料打分。
SG,监管强度指数,R7,治理与运营风险管理,0.1,3,75.0,7.5,MAS 要求最低资本、流动资产和有序 wind-down，但公开框架较美国/EU 细节略少。,data/regulatory_texts/SG_mas_stablecoin_framework.txt; https://www.mas.gov.sg/news/media-releases/2023/mas-finalises-stablecoin-regulatory-framework,0-4 分依据已定义编码规则；本表按 2026-04-21 已抓取/核验的公开资料打分。
SG,监管强度指数,R8,AML/CFT 与制裁合规,0.1,3,75.0,7.5,MAS 支付服务和数字支付代币监管体系包含 AML/CFT，但该稳定币新闻稿主要概括而非细列。,data/regulatory_texts/SG_mas_stablecoin_framework.txt; https://www.mas.gov.sg/news/media-releases/2023/mas-finalises-stablecoin-regulatory-framework,0-4 分依据已定义编码规则；本表按 2026-04-21 已抓取/核验的公开资料打分。
SG,监管强度指数,R9,恢复、处置与退出机制,0.08,3,75.0,6.0,MAS 明确 capital 和 liquid assets 用于降低破产风险并支持有序 wind-down。,data/regulatory_texts/SG_mas_stablecoin_framework.txt; https://www.mas.gov.sg/news/media-releases/2023/mas-finalises-stablecoin-regulatory-framework,0-4 分依据已定义编码规则；本表按 2026-04-21 已抓取/核验的公开资料打分。
SG,监管强度指数,R10,境外发行人准入,0.1,2,50.0,5.0,MAS 框架主要适用于在新加坡发行的 SCS，对境外发行人的互认/等效安排较少。,data/regulatory_texts/SG_mas_stablecoin_framework.txt; https://www.mas.gov.sg/news/media-releases/2023/mas-finalises-stablecoin-regulatory-framework,0-4 分依据已定义编码规则；本表按 2026-04-21 已抓取/核验的公开资料打分。
SG,金融基础设施成熟度指数,F1,快速支付系统,0.14,4,100.0,14.000000000000002,FAST/PayNow 提供广泛即时支付，PayNow 支持个人和企业场景。,MAS FAST/PayNow/MEPS+/Project Ubin-Orchid-Guardian and sandbox materials; https://www.mas.gov.sg/development/e-payments; https://www.mas.gov.sg/development/fintech/regulatory-sandbox,0-4 分依据已定义编码规则；本表按 2026-04-21 已抓取/核验的公开资料打分。
SG,金融基础设施成熟度指数,F2,RTGS 与支付系统稳健性,0.12,4,100.0,12.0,MEPS+ 是新加坡大额支付和证券结算的 RTGS 核心系统。,MAS FAST/PayNow/MEPS+/Project Ubin-Orchid-Guardian and sandbox materials; https://www.mas.gov.sg/development/e-payments; https://www.mas.gov.sg/development/fintech/regulatory-sandbox,0-4 分依据已定义编码规则；本表按 2026-04-21 已抓取/核验的公开资料打分。
SG,金融基础设施成熟度指数,F3,ISO 20022 与标准化,0.1,3,75.0,7.5,新加坡支付基础设施具备较强标准化能力，但公开材料中 ISO 20022 全面性不及 EU/US 明确。,MAS FAST/PayNow/MEPS+/Project Ubin-Orchid-Guardian and sandbox materials; https://www.mas.gov.sg/development/e-payments; https://www.mas.gov.sg/development/fintech/regulatory-sandbox,0-4 分依据已定义编码规则；本表按 2026-04-21 已抓取/核验的公开资料打分。
SG,金融基础设施成熟度指数,F4,跨境支付互联,0.16,4,100.0,16.0,PayNow-PromptPay、PayNow-UPI、DuitNow 等连接体现高强度跨境支付互联。,MAS FAST/PayNow/MEPS+/Project Ubin-Orchid-Guardian and sandbox materials; https://www.mas.gov.sg/development/e-payments; https://www.mas.gov.sg/development/fintech/regulatory-sandbox,0-4 分依据已定义编码规则；本表按 2026-04-21 已抓取/核验的公开资料打分。
SG,金融基础设施成熟度指数,F5,PvP 与外汇结算风险控制,0.1,4,100.0,10.0,新加坡是主要外汇中心，PvP 与多币种结算基础较强。,MAS FAST/PayNow/MEPS+/Project Ubin-Orchid-Guardian and sandbox materials; https://www.mas.gov.sg/development/e-payments; https://www.mas.gov.sg/development/fintech/regulatory-sandbox,0-4 分依据已定义编码规则；本表按 2026-04-21 已抓取/核验的公开资料打分。
SG,金融基础设施成熟度指数,F6,CBDC/代币化结算试点,0.14,4,100.0,14.000000000000002,Project Ubin、Orchid、Guardian 等形成 CBDC/代币化结算持续试验链条。,MAS FAST/PayNow/MEPS+/Project Ubin-Orchid-Guardian and sandbox materials; https://www.mas.gov.sg/development/e-payments; https://www.mas.gov.sg/development/fintech/regulatory-sandbox,0-4 分依据已定义编码规则；本表按 2026-04-21 已抓取/核验的公开资料打分。
SG,金融基础设施成熟度指数,F7,监管沙盒与创新机制,0.1,4,100.0,10.0,MAS Regulatory Sandbox 与 Sandbox Express 机制成熟。,MAS FAST/PayNow/MEPS+/Project Ubin-Orchid-Guardian and sandbox materials; https://www.mas.gov.sg/development/e-payments; https://www.mas.gov.sg/development/fintech/regulatory-sandbox,0-4 分依据已定义编码规则；本表按 2026-04-21 已抓取/核验的公开资料打分。
SG,金融基础设施成熟度指数,F8,数字身份、KYC 与数据接口,0.14,4,100.0,14.000000000000002,Singpass、SGFinDex、eKYC 和金融数据接口体系成熟。,MAS FAST/PayNow/MEPS+/Project Ubin-Orchid-Guardian and sandbox materials; https://www.mas.gov.sg/development/e-payments; https://www.mas.gov.sg/development/fintech/regulatory-sandbox,0-4 分依据已定义编码规则；本表按 2026-04-21 已抓取/核验的公开资料打分。
SG,跨境协同指数,C1,采纳 FSB 稳定币建议,0.16,3,75.0,12.0,MAS 框架与 FSB 关于储备、赎回、披露、资本和风险管理的建议相符。,data/regulatory_texts/SG_mas_stablecoin_framework.txt; https://www.mas.gov.sg/news/media-releases/2023/mas-finalises-stablecoin-regulatory-framework; data/regulatory_texts/FSB_recommendations.txt; data/regulatory_texts/CPMI_IOSCO_pfmi_stablecoin.txt; https://www.fsb.org/2023/07/high-level-recommendations-for-the-regulation-supervision-and-oversight-of-global-stablecoin-arrangements-final-report/; https://www.bis.org/press/p220713.htm,0-4 分依据已定义编码规则；本表按 2026-04-21 已抓取/核验的公开资料打分。
SG,跨境协同指数,C2,体现 CPMI-IOSCO/PFMI 原则,0.14,3,75.0,10.500000000000002,MAS 将稳定币视作可信数字交换媒介和数字资产生态桥梁，但 PFMI 直接适用程度有限。,data/regulatory_texts/SG_mas_stablecoin_framework.txt; https://www.mas.gov.sg/news/media-releases/2023/mas-finalises-stablecoin-regulatory-framework; data/regulatory_texts/FSB_recommendations.txt; data/regulatory_texts/CPMI_IOSCO_pfmi_stablecoin.txt; https://www.fsb.org/2023/07/high-level-recommendations-for-the-regulation-supervision-and-oversight-of-global-stablecoin-arrangements-final-report/; https://www.bis.org/press/p220713.htm,0-4 分依据已定义编码规则；本表按 2026-04-21 已抓取/核验的公开资料打分。
SG,跨境协同指数,C3,境外发行人监管衔接,0.16,2,50.0,8.0,MAS 框架聚焦新加坡发行 SCS，境外稳定币等效认可机制有限。,data/regulatory_texts/SG_mas_stablecoin_framework.txt; https://www.mas.gov.sg/news/media-releases/2023/mas-finalises-stablecoin-regulatory-framework; data/regulatory_texts/FSB_recommendations.txt; data/regulatory_texts/CPMI_IOSCO_pfmi_stablecoin.txt; https://www.fsb.org/2023/07/high-level-recommendations-for-the-regulation-supervision-and-oversight-of-global-stablecoin-arrangements-final-report/; https://www.bis.org/press/p220713.htm,0-4 分依据已定义编码规则；本表按 2026-04-21 已抓取/核验的公开资料打分。
SG,跨境协同指数,C4,监管信息共享,0.14,3,75.0,10.500000000000002,MAS 在跨境监管和支付创新中有丰富合作，但稳定币文本本身信息共享条款有限。,data/regulatory_texts/SG_mas_stablecoin_framework.txt; https://www.mas.gov.sg/news/media-releases/2023/mas-finalises-stablecoin-regulatory-framework; data/regulatory_texts/FSB_recommendations.txt; data/regulatory_texts/CPMI_IOSCO_pfmi_stablecoin.txt; https://www.fsb.org/2023/07/high-level-recommendations-for-the-regulation-supervision-and-oversight-of-global-stablecoin-arrangements-final-report/; https://www.bis.org/press/p220713.htm,0-4 分依据已定义编码规则；本表按 2026-04-21 已抓取/核验的公开资料打分。
SG,跨境协同指数,C5,跨境 AML/CFT 与执法协作,0.14,4,100.0,14.000000000000002,新加坡 AML/CFT 监管和执法框架成熟，支付服务业受 MAS 监督。,data/regulatory_texts/SG_mas_stablecoin_framework.txt; https://www.mas.gov.sg/news/media-releases/2023/mas-finalises-stablecoin-regulatory-framework; data/regulatory_texts/FSB_recommendations.txt; data/regulatory_texts/CPMI_IOSCO_pfmi_stablecoin.txt; https://www.fsb.org/2023/07/high-level-recommendations-for-the-regulation-supervision-and-oversight-of-global-stablecoin-arrangements-final-report/; https://www.bis.org/press/p220713.htm,0-4 分依据已定义编码规则；本表按 2026-04-21 已抓取/核验的公开资料打分。
SG,跨境协同指数,C6,互操作与跨境支付衔接,0.12,4,100.0,12.0,PayNow 跨境互联、Ubin/Orchid/Guardian 等支持跨境互操作和代币化试验。,data/regulatory_texts/SG_mas_stablecoin_framework.txt; https://www.mas.gov.sg/news/media-releases/2023/mas-finalises-stablecoin-regulatory-framework; data/regulatory_texts/FSB_recommendations.txt; data/regulatory_texts/CPMI_IOSCO_pfmi_stablecoin.txt; https://www.fsb.org/2023/07/high-level-recommendations-for-the-regulation-supervision-and-oversight-of-global-stablecoin-arrangements-final-report/; https://www.bis.org/press/p220713.htm,0-4 分依据已定义编码规则；本表按 2026-04-21 已抓取/核验的公开资料打分。
SG,跨境协同指数,C7,危机管理与跨境处置,0.14,3,75.0,10.500000000000002,MAS 框架包含有序 wind-down，但跨境稳定币处置条款有限。,data/regulatory_texts/SG_mas_stablecoin_framework.txt; https://www.mas.gov.sg/news/media-releases/2023/mas-finalises-stablecoin-regulatory-framework; data/regulatory_texts/FSB_recommendations.txt; data/regulatory_texts/CPMI_IOSCO_pfmi_stablecoin.txt; https://www.fsb.org/2023/07/high-level-recommendations-for-the-regulation-supervision-and-oversight-of-global-stablecoin-arrangements-final-report/; https://www.bis.org/press/p220713.htm,0-4 分依据已定义编码规则；本表按 2026-04-21 已抓取/核验的公开资料打分。
JP,监管强度指数,R1,法律地位与适用范围,0.08,4,100.0,8.0,日本《资金结算法》设置 Electronic Payment Instruments 专章并定义相关业务。,data/regulatory_texts/JP_payment_services_act.txt; https://www.japaneselawtranslation.go.jp/en/laws/view/4477/en,0-4 分依据已定义编码规则；本表按 2026-04-21 已抓取/核验的公开资料打分。
JP,监管强度指数,R2,发行许可与市场准入,0.12,3,75.0,9.0,Electronic Payment Instruments Service Providers 需注册，发行主体受银行、资金转移、信托等制度约束。,data/regulatory_texts/JP_payment_services_act.txt; https://www.japaneselawtranslation.go.jp/en/laws/view/4477/en,0-4 分依据已定义编码规则；本表按 2026-04-21 已抓取/核验的公开资料打分。
JP,监管强度指数,R3,储备资产质量,0.12,3,75.0,9.0,日本通过资金转移、信托和用户财产管理制度提供储备/隔离保护，但稳定币储备资产范围不如 GENIUS Act 细化。,data/regulatory_texts/JP_payment_services_act.txt; https://www.japaneselawtranslation.go.jp/en/laws/view/4477/en,0-4 分依据已定义编码规则；本表按 2026-04-21 已抓取/核验的公开资料打分。
JP,监管强度指数,R4,赎回权与面值保护,0.12,3,75.0,9.0,资金转移和电子支付工具制度包含用户保护、财产管理和履约安排，但面值赎回条款不如 MAS 明确。,data/regulatory_texts/JP_payment_services_act.txt; https://www.japaneselawtranslation.go.jp/en/laws/view/4477/en,0-4 分依据已定义编码规则；本表按 2026-04-21 已抓取/核验的公开资料打分。
JP,监管强度指数,R5,信息披露与透明度,0.1,3,75.0,7.5,法规包含注册簿、报告、用户保护和公开处分等信息机制。,data/regulatory_texts/JP_payment_services_act.txt; https://www.japaneselawtranslation.go.jp/en/laws/view/4477/en,0-4 分依据已定义编码规则；本表按 2026-04-21 已抓取/核验的公开资料打分。
JP,监管强度指数,R6,审计、证明与第三方验证,0.08,2,50.0,4.0,法规强调账簿、报告、现场检查，但独立审计/储备证明细节相对有限。,data/regulatory_texts/JP_payment_services_act.txt; https://www.japaneselawtranslation.go.jp/en/laws/view/4477/en,0-4 分依据已定义编码规则；本表按 2026-04-21 已抓取/核验的公开资料打分。
JP,监管强度指数,R7,治理与运营风险管理,0.1,3,75.0,7.5,法规包含信息安全、委托方管理、客户保护和监督处分。,data/regulatory_texts/JP_payment_services_act.txt; https://www.japaneselawtranslation.go.jp/en/laws/view/4477/en,0-4 分依据已定义编码规则；本表按 2026-04-21 已抓取/核验的公开资料打分。
JP,监管强度指数,R8,AML/CFT 与制裁合规,0.1,3,75.0,7.5,日本支付和加密资产服务商受 AML/CFT 框架约束，资金结算法亦含监督处罚机制。,data/regulatory_texts/JP_payment_services_act.txt; https://www.japaneselawtranslation.go.jp/en/laws/view/4477/en,0-4 分依据已定义编码规则；本表按 2026-04-21 已抓取/核验的公开资料打分。
JP,监管强度指数,R9,恢复、处置与退出机制,0.08,3,75.0,6.0,法规含停业、撤销注册、业务改善命令和履约完成安排。,data/regulatory_texts/JP_payment_services_act.txt; https://www.japaneselawtranslation.go.jp/en/laws/view/4477/en,0-4 分依据已定义编码规则；本表按 2026-04-21 已抓取/核验的公开资料打分。
JP,监管强度指数,R10,境外发行人准入,0.1,3,75.0,7.5,资金结算法明确禁止未经许可的外国电子支付工具服务提供者招揽。,data/regulatory_texts/JP_payment_services_act.txt; https://www.japaneselawtranslation.go.jp/en/laws/view/4477/en,0-4 分依据已定义编码规则；本表按 2026-04-21 已抓取/核验的公开资料打分。
JP,金融基础设施成熟度指数,F1,快速支付系统,0.14,3,75.0,10.500000000000002,日本有 Zengin 系统及 24/7 转账扩展，但零售即时支付跨机构体验弱于 SG/HK/EU。,BOJ BOJ-NET/CBDC and FSA/Japan payment innovation materials; https://www.boj.or.jp/en/paym/outline/pay_boj/index.htm; https://www.boj.or.jp/en/paym/digital/index.htm,0-4 分依据已定义编码规则；本表按 2026-04-21 已抓取/核验的公开资料打分。
JP,金融基础设施成熟度指数,F2,RTGS 与支付系统稳健性,0.12,4,100.0,12.0,BOJ-NET Funds Transfer System 是成熟 RTGS。,BOJ BOJ-NET/CBDC and FSA/Japan payment innovation materials; https://www.boj.or.jp/en/paym/outline/pay_boj/index.htm; https://www.boj.or.jp/en/paym/digital/index.htm,0-4 分依据已定义编码规则；本表按 2026-04-21 已抓取/核验的公开资料打分。
JP,金融基础设施成熟度指数,F3,ISO 20022 与标准化,0.1,4,100.0,10.0,BOJ-NET 等核心基础设施采用 ISO 20022 等国际标准。,BOJ BOJ-NET/CBDC and FSA/Japan payment innovation materials; https://www.boj.or.jp/en/paym/outline/pay_boj/index.htm; https://www.boj.or.jp/en/paym/digital/index.htm,0-4 分依据已定义编码规则；本表按 2026-04-21 已抓取/核验的公开资料打分。
JP,金融基础设施成熟度指数,F4,跨境支付互联,0.16,2,50.0,8.0,日本跨境即时支付互联相对有限，更多依赖传统银行和卡组织网络。,BOJ BOJ-NET/CBDC and FSA/Japan payment innovation materials; https://www.boj.or.jp/en/paym/outline/pay_boj/index.htm; https://www.boj.or.jp/en/paym/digital/index.htm,0-4 分依据已定义编码规则；本表按 2026-04-21 已抓取/核验的公开资料打分。
JP,金融基础设施成熟度指数,F5,PvP 与外汇结算风险控制,0.1,4,100.0,10.0,日元是 CLS 主要币种，PvP 外汇结算基础成熟。,BOJ BOJ-NET/CBDC and FSA/Japan payment innovation materials; https://www.boj.or.jp/en/paym/outline/pay_boj/index.htm; https://www.boj.or.jp/en/paym/digital/index.htm,0-4 分依据已定义编码规则；本表按 2026-04-21 已抓取/核验的公开资料打分。
JP,金融基础设施成熟度指数,F6,CBDC/代币化结算试点,0.14,3,75.0,10.500000000000002,日本央行 CBDC PoC 和 pilot program 已推进，但未发行。,BOJ BOJ-NET/CBDC and FSA/Japan payment innovation materials; https://www.boj.or.jp/en/paym/outline/pay_boj/index.htm; https://www.boj.or.jp/en/paym/digital/index.htm,0-4 分依据已定义编码规则；本表按 2026-04-21 已抓取/核验的公开资料打分。
JP,金融基础设施成熟度指数,F7,监管沙盒与创新机制,0.1,3,75.0,7.5,日本有监管沙盒和 FSA FinTech Proof-of-Concept Hub。,BOJ BOJ-NET/CBDC and FSA/Japan payment innovation materials; https://www.boj.or.jp/en/paym/outline/pay_boj/index.htm; https://www.boj.or.jp/en/paym/digital/index.htm,0-4 分依据已定义编码规则；本表按 2026-04-21 已抓取/核验的公开资料打分。
JP,金融基础设施成熟度指数,F8,数字身份、KYC 与数据接口,0.14,3,75.0,10.500000000000002,My Number、eKYC、银行 API 有发展，但整合程度弱于新加坡和欧盟。,BOJ BOJ-NET/CBDC and FSA/Japan payment innovation materials; https://www.boj.or.jp/en/paym/outline/pay_boj/index.htm; https://www.boj.or.jp/en/paym/digital/index.htm,0-4 分依据已定义编码规则；本表按 2026-04-21 已抓取/核验的公开资料打分。
JP,跨境协同指数,C1,采纳 FSB 稳定币建议,0.16,3,75.0,12.0,日本稳定币/电子支付工具制度总体与 FSB 的许可、用户保护和监督建议相符。,data/regulatory_texts/JP_payment_services_act.txt; https://www.japaneselawtranslation.go.jp/en/laws/view/4477/en; data/regulatory_texts/FSB_recommendations.txt; data/regulatory_texts/CPMI_IOSCO_pfmi_stablecoin.txt; https://www.fsb.org/2023/07/high-level-recommendations-for-the-regulation-supervision-and-oversight-of-global-stablecoin-arrangements-final-report/; https://www.bis.org/press/p220713.htm,0-4 分依据已定义编码规则；本表按 2026-04-21 已抓取/核验的公开资料打分。
